source_id,ra,dec,Gmag,BPmag,RPmag,parallax,parallax_over_error,ruwe,tmass_id,Jmag,Hmag,Kmag,qual_tmass,wise_id,W1mag,W2mag,qual_wise
4053745100746865152,264.3072648826885,-33.465565467865865,10.887365,12.000063,9.828931,0.4273594433604897,20.222809,0.76044685,17371374-3327559,8.091,7.548,7.045,AAA,J173713.75-332756.0,5.931,5.657,AAAA
4054149755376098176,265.5406680166429,-32.556903831952226,11.747392,12.872486,10.675444,0.3706932593196129,14.545689,1.1821276,17420977-3233246,8.846,8.272,7.715,AAA,J174209.75-323324.8,6.936,6.606,AAAA
4054404631566479616,263.4220200326472,-33.66345851497681,10.835828,11.824319,9.844907,0.2718050776169599,14.841486,1.0802852,17334128-3339482,8.463,8.095,7.835,AAA,J173341.28-333948.2,7.434,7.357,AAAA
4055791772870099584,266.2875214175396,-31.83774229081659,13.165448,15.027873,11.832849,0.320534130408841,12.472874,0.9539775,17450900-3150158,9.623,8.779,7.886,AAA,J174509.00-315015.9,6.905,6.647,AAAA
4061565338478409088,262.7366546072426,-26.986382667979136,17.557905,18.784569,16.403152,0.1517026890836565,1.3607228,1.0241132,17305680-2659110,13.883,13.221,12.717,AAA,J173056.79-265910.9,12.85,13.077,AAAA
4067776552713332096,268.8341917399093,-24.12733479101409,16.100586,18.523708,14.688568,0.1928448355553886,3.1374478,0.92139727,17552021-2407384,11.844,10.948,10.318,AAA,J175520.21-240738.2,9.574,9.29,AAAC
4069477595953048448,270.14303985792145,-22.79442925328832,12.5982895,14.513636,11.301308,0.3036621261429299,9.564424,0.9682615,18003433-2247399,8.831,8.102,7.573,AAA,J180034.33-224739.8,6.912,6.704,AAAA
4069585661644839808,271.35722341775084,-23.005659138983948,9.449925,10.039536,8.68385,0.2824371302636134,19.763096,0.87100226,18052573-2300203,7.665,7.341,7.104,AAA,J180525.73-230020.3,6.636,6.531,AAAA
4069701935004293632,271.29787058581803,-22.223519216937024,14.443074,15.93176,13.22844,0.256883239512516,6.1496406,1.3860666,18051148-2213245,11.169,10.306,9.384,AAA,J180511.48-221324.4,8.979,8.616,AAAA
4069857447172870400,270.8681788050855,-22.383060767642174,14.429186,16.657637,13.072273,0.1993688692389091,6.658068,0.9686316,18032836-2222590,10.474,9.6,9.018,AAA,J180328.36-222258.9,8.395,8.079,AAAU
4069911426323829888,271.1920698221812,-21.85755191848816,12.350345,13.618989,11.221024,0.5404411585650587,5.998804,4.1439586,18044609-2151271,9.375,8.692,8.192,AAA,J180446.09-215127.1,7.465,7.149,AAAU
4070776913789160576,269.832743455428,-21.36659150783115,14.596338,16.531832,13.2768135,0.1242121702727347,4.3796253,1.0604678,17591985-2121596,11.061,10.083,9.025,AAA,J175919.86-212159.5,8.009,7.456,AAAB
4094055597844775040,272.11862267349244,-21.253113045807307,7.5024023,7.491942,7.5347667,0.7240495908172593,16.937695,0.9960324,18082846-2115113,7.277,7.143,6.51,AAA,J180828.46-211511.1,6.255,5.918,AAAA
4094266669719378560,272.4377419750314,-20.286224900335224,18.678558,21.243225,16.997782,0.896901239181255,2.5581598,1.1469349,18094505-2017103,12.583,11.058,10.135,AAA,J180945.05-201710.3,9.286,8.825,AABC
4094631265217282176,273.5540531919601,-19.76723636706541,13.735681,15.6810255,12.42466,0.1704953401793989,6.4213753,1.1179752,18141297-1946019,9.898,9.019,8.446,AAA,J181412.97-194601.9,7.748,7.292,AAAA
4095729947892337408,273.3091600355088,-17.89541116050453,14.461321,17.379345,12.965367,0.2597863432378839,5.2194934,0.94465125,18131420-1753434,9.619,8.597,7.937,AAA,J181314.20-175343.4,7.248,6.841,AAAB
4097435741411560704,273.4269766067396,-17.47007410649542,16.939264,21.699724,15.166284,0.0966089772525756,0.47923112,1.664637,18134247-1728122,11.206,9.7,8.569,AAA,J181342.47-172812.2,7.634,7.092,AAAC
4098014389460991872,274.8424472667232,-16.053460267567505,12.981589,14.841048,11.647438,0.1041169248370108,3.1276395,1.0835873,18192219-1603123,9.088,8.3,7.761,AAA,J181922.19-160312.5,7.142,6.825,AAAU
4104216429639420032,276.3750618396206,-14.64472177854447,11.103569,11.972792,9.859586,0.5779721545038206,1.2640824,21.453562,18253002-1438409,7.992,7.416,6.945,AAA,J182530.01-143840.9,6.543,6.15,AAAA
4152476297066998784,276.47119980481835,-13.47564771888612,13.914737,15.750139,12.630209,0.2814935675198631,12.053063,1.1962436,18255309-1328324,10.317,9.521,8.962,AAA,J182553.08-132832.3,8.185,7.828,AAAA
4152555461890047744,275.7642899319429,-13.16680190803809,14.519843,16.377367,13.162087,0.4481233904260875,10.831329,1.0120119,18230342-1310003,10.34,9.283,8.266,AAA,J182303.42-131000.3,7.818,7.324,AAAA
4152582537378774656,276.4734077764661,-12.834217686595576,17.196255,20.189877,15.53908,0.100389811289205,0.5100082,1.3383716,18255361-1250031,11.529,10.126,9.281,AAA,J182553.62-125003.1,8.503,8.023,AABU
4154990742729141376,277.7216696879163,-10.326997477454524,14.106793,15.998708,12.817898,0.1792901910629734,6.9192963,1.0605506,18305320-1019370,10.676,9.908,9.429,AAA,J183053.19-101937.2,8.743,8.521,AABU
4155241083467432960,279.82459252634817,-10.091939605808204,11.563539,12.266221,10.735898,0.2097852340290396,13.573572,0.721047,18391789-1005309,9.5,8.43,7.265,AAA,J183917.89-100530.9,6.141,5.367,AAAA
4155352413393546112,280.1468166445545,-9.694313560490416,15.755999,17.173235,14.566949,0.0449887179137818,1.1255407,0.98642397,18403523-0941395,12.603,11.937,11.438,AAA,J184035.24-094139.4,10.666,10.431,AAAB
4155804072101352704,277.0253942381165,-10.083749952811614,14.662259,17.200598,13.22084,0.1790646914253925,4.1572,0.9099981,18280609-1005014,10.363,9.358,8.58,AAA,J182806.09-100501.5,8.056,7.553,AAAA
4156266554151949312,278.4484667100697,-9.385521587605815,18.583576,21.806215,16.79049,0.1904146387522174,0.6339512,1.3219653,18334763-0923077,12.18,10.523,9.36,AAA,J183347.63-092307.7,8.661,8.077,AABU
4252915412949859072,279.0695150888552,-7.083167445886295,17.883615,21.52312,16.096018,0.0861920770854239,0.37459838,1.4034429,18361669-0704595,10.569,8.664,7.584,AAA,J183616.66-070459.4,5.948,6.362,AAAU
4253040688579755776,279.23136455051514,-6.517262171740771,17.500547,20.54474,15.64167,0.2054009036459873,0.56627864,2.27556,18365553-0631022,12.035,10.809,10.02,AAA,J183655.56-063102.2,9.233,8.899,AABU
4255995179389985664,277.7604729156308,-6.5971298558162434,12.435968,13.591032,11.371271,0.1646879987133876,7.258877,1.1838701,18310251-0635497,9.668,8.493,7.355,AAA,J183102.51-063549.6,6.164,5.435,AAAA
4256082556192380672,279.4645478364814,-6.144941142827952,19.240927,21.92772,17.35254,-0.9748935982273882,-2.4497004,1.1621654,18375149-0608417,12.728,10.737,9.305,AAA,J183751.50-060841.6,7.989,7.214,AAAU
4256472195660012416,279.89408891580234,-5.739745485166276,17.54033,21.73298,15.793758,0.1707316553454434,1.000978,1.1448593,18393458-0544230,11.827,10.488,9.556,AAA,J183934.55-054423.3,8.763,8.329,AAAA
4256582765305121536,280.062376202383,-5.05559266107977,12.7580185,14.47128,11.436686,0.2114045677488673,3.3003435,3.1812773,18401496-0503199,9.252,8.655,8.261,AAA,J184014.97-050320.0,7.888,7.7,AAAU
4256626608314233344,280.3919735347583,-5.067040203606181,15.07675,18.2331,13.548855,-0.0929740402384065,-0.90590376,1.5803345,18413407-0504012,10.224,9.209,8.513,AAA,J184134.07-050401.2,7.77,7.363,AAAA
4256685947587790336,280.2945752983846,-4.857521949012711,15.23321,17.84844,13.81471,0.0670258130001078,1.3656073,1.0005722,18411070-0451270,11.05,10.17,9.445,AAA,J184110.70-045127.0,8.687,8.223,AAAB
4256734875858811904,280.25360989941083,-4.437367920542549,11.229914,12.042062,10.262982,0.3245647325012666,6.0035086,2.0028594,18410086-0426145,8.899,8.406,8.007,AAA,J184100.86-042614.2,7.523,7.221,AAAB
4256868152952578304,279.28102402160334,-4.430228380982672,14.879642,16.508734,13.654533,0.1279308846445799,4.6209865,1.0227022,18370745-0425488,11.599,10.953,10.402,AAA,J183707.43-042548.8,9.823,9.504,AAAB
4258461620173469440,280.53445564201724,-3.850827082736148,18.233461,22.97649,16.529106,-0.4224826469627701,-1.3689399,1.2637959,18420827-0351029,11.845,10.26,9.267,AAA,J184208.27-035102.9,8.476,7.845,AAAA
4258461791972163840,280.535288302488,-3.82647107641276,18.208132,22.259691,16.528141,-0.2009238819971059,-0.6471439,1.3944886,18420846-0349352,12.394,10.828,9.746,AAA,J184208.46-034935.2,8.683,8.175,AABA
4258531164287499648,280.0360605749804,-3.4919966940181637,15.840653,18.285892,14.418847,-0.0024496990238906,-0.02536846,1.0279422,18400865-0329311,11.766,10.864,10.295,AAA,J184008.65-032931.2,9.599,9.205,AAAB
4258703207808502144,280.99180887482606,-2.754814840056318,14.098883,16.44131,12.713459,0.2230145110558229,6.1091905,1.1367376,18435803-0245172,10.002,9.158,8.533,AAA,J184358.03-024517.1,8.0,7.616,AAAA
4259258010195996416,282.7948481544812,-1.5009756646274517,13.947558,15.662726,12.700442,0.2083997996440626,11.24141,1.1537216,18511076-0130034,10.421,9.755,9.341,AAA,J185110.76-013003.4,8.849,8.571,AAAB
4259329787695623936,280.27838070840346,-2.9336853701178227,18.701036,21.145042,16.841331,-0.1388436423440688,-0.4805438,1.0568898,18410681-0256011,12.921,11.244,10.537,AAA,J184106.81-025601.3,10.057,10.13,AABU
426378793809476096,16.345931911540628,60.42191056311247,11.040009,11.183511,10.62924,0.2482841965850429,0.8683027,10.844551,01052303+6025188,10.036,9.783,9.445,AAA,J010523.02+602518.9,8.848,8.467,AAAA
4265816429591726848,285.0660965444057,0.0881267663651624,14.87681,15.942983,13.816995,0.1028419973042694,3.6396422,1.1691368,19001586+0005173,12.175,11.297,10.299,AAA,J190015.86+000517.2,9.339,8.786,AAAB
4266994758119500160,283.5130029715541,1.4140985538483355,19.448036,21.580044,17.686983,0.0203244427092966,0.045303848,1.0946069,18540312+0124508,12.806,11.059,9.99,AAA,J185403.12+012450.8,9.033,8.552,AABU
4270060750589532288,276.7928881531724,-2.955505483642391,15.230827,17.329758,13.89411,0.1162674965681566,2.5797703,1.0837095,18271030-0257196,11.402,10.361,9.277,AAA,J182710.29-025719.7,8.048,7.366,AAAA
4280987899006804480,283.33145691017165,3.547906633800386,13.683825,15.680535,12.366852,0.24167282826499,7.8381147,1.3229109,18531954+0332524,9.984,9.201,8.596,AAA,J185319.54+033252.5,8.053,7.581,AAAA
4307367180121252864,287.074886482453,8.48625587659873,15.553277,18.694485,14.014058,0.1429919293876605,1.3288447,1.427798,19081797+0829105,10.592,9.47,8.707,AAA,J190817.97+082910.4,7.944,7.495,AAAA
4309176976263877888,287.15870677976505,9.472480158791829,18.21565,21.62742,16.530079,-0.6098965229226896,-3.2010872,1.3490658,19083809+0928210,12.221,10.81,9.936,AAA,J190838.09+092820.9,9.232,8.748,AAAB
4310524771369393536,285.5904168313854,8.785895312467563,15.972586,17.793709,14.661447,0.1399722186207999,2.923798,1.1029205,19022170+0847092,12.53,11.763,10.924,AAA,J190221.71+084709.4,10.378,10.005,AAAC
4315954572104614400,290.01027145249554,12.138956650638606,20.008219,21.246159,18.34749,-0.56363711014467,-1.0721225,1.079894,19200246+1208202,14.652,13.293,12.076,AAA,J192002.47+120820.3,11.651,11.222,AAUU
4319236236367451264,289.07659269876683,12.780360226228094,17.758121,21.04719,16.151255,-0.1163923339816902,-0.7692143,1.1268023,19161838+1246493,12.955,11.816,10.766,AAA,J191618.37+124649.3,10.195,9.752,AAAU
4319831724985219456,290.7268827531566,14.191088059245695,18.44507,21.760216,16.771406,-0.3625947390716197,-1.3754219,1.3326042,19225446+1411280,12.829,11.021,9.583,AAA,J192254.45+141127.8,8.129,7.422,AAAA
4321618083470555264,291.8249194316059,16.09013868475953,19.264263,21.322783,17.527206,0.4094341018036578,1.2460183,1.1695063,19271798+1605245,13.012,11.089,9.641,AAA,J192717.98+160524.5,8.401,7.696,AAAB
4322765389497405952,291.19546027296906,17.240280440253834,18.513441,21.968153,16.774057,0.1679185464811159,0.9218224,1.1617012,19244691+1714251,12.654,11.186,10.251,AAA,J192446.91+171425.0,9.244,8.724,AAAA
4323004979954775552,292.52210578218944,17.766948057170588,19.14422,21.818666,17.414633,-1.3814343342594044,-4.0787005,1.1267045,19300530+1746010,12.713,11.067,10.117,AAA,J193005.31+174601.1,9.185,8.682,AAAA
4323329438956658432,292.55649874822103,18.533991985926967,12.785782,15.077657,11.407854,-0.1962482262204128,-1.491236,3.7352731,19301355+1832024,8.646,7.835,7.332,AAA,J193013.54+183202.3,5.858,6.288,AAAA
4323332329499518848,292.661813024306,18.65270181050873,12.40503,14.712378,11.028112,0.1360326535755249,4.2815228,0.93520766,19303883+1839098,8.205,7.275,6.598,AAA,J193038.84+183909.7,5.963,5.242,AAAA
4513494205567536512,287.878633796116,16.860586165421775,10.608558,11.318245,9.770558,0.1567520122144171,11.221396,1.0272058,19113087+1651382,8.578,8.179,7.732,AAA,J191130.87+165138.1,7.063,6.601,AAAA
460606178458202496,43.04858829810614,56.935310046496014,10.067797,10.441797,9.511998,0.3269506629570377,17.073017,1.2786747,02521165+5656071,8.626,8.336,7.653,AAA,J025211.65+565607.1,7.395,7.024,AAAA
508955656105078912,24.731745496484145,58.1562913904939,10.576855,10.614077,10.436784,0.4376314414699801,23.748156,0.9574325,01385562+5809227,10.237,10.134,10.009,AAA,J013855.62+580922.6,9.652,9.389,AAAB
512856654641310976,25.137346184364024,63.70637998482827,13.871957,14.757582,12.917831,0.1306618855541549,9.42187,1.0613354,01403295+6342229,11.559,11.059,10.619,AAA,J014032.96+634223.0,10.066,9.701,AAAB
524101256981955200,10.868291555885522,64.75982595095708,9.804916,10.214731,9.175707,0.3091545176601329,22.257242,1.0579523,00432841+6445355,8.206,7.857,7.48,AAA,J004328.40+644535.3,6.835,6.409,AAAA
5241922754918453760,162.7749521610793,-62.28378360960554,11.143689,11.396159,10.71957,0.1355930482766008,9.820041,0.8383402,10510600-6217016,10.055,9.763,9.21,AAA,J105106.00-621701.6,8.901,8.556,AAAA
5255494370519800832,154.82663251359682,-59.16078025370912,13.534856,14.334154,12.621537,0.1218881141267673,10.074285,1.0901003,10191840-5909388,11.0,10.432,9.927,AAA,J101918.39-590938.8,9.464,9.082,AAAA
5255569549619300096,156.63082614050697,-58.64059162378812,9.497594,9.77383,9.020456,0.2995198612875843,27.004498,0.82842577,10263140-5838260,8.414,8.217,8.033,AAA,J102631.39-583826.1,7.631,7.439,AAAA
5255667681036173568,155.8478273998766,-58.00578179784997,11.858233,12.83282,10.860474,0.1862128619824005,16.215965,0.89844644,10232349-5800208,9.28,8.734,8.385,AAA,J102323.49-580020.8,7.956,7.765,AAAU
5258557987863082624,154.52073771594326,-58.27394263556159,12.381878,13.325118,11.39517,0.2158588943020578,16.833555,1.2017404,10180498-5816263,9.751,9.134,8.53,AAA,J101804.98-581626.1,8.203,7.695,AAAA
5258563412384119168,154.72241607807152,-58.13136652706767,12.804586,14.421255,11.5564,0.1682684985040808,8.240224,1.2095029,10185339-5807528,9.075,8.132,7.499,AAA,J101853.39-580752.8,6.85,6.422,AAAU
5258583929469166720,154.2594257575637,-57.91300479376699,10.344335,10.819028,9.651837,0.3040929107186036,27.630505,0.82368135,10170228-5754469,8.566,8.205,7.676,AAA,J101702.26-575446.8,6.955,6.607,AAAA
5258739853951492352,154.10920306125195,-57.468257690293,17.009336,20.11592,15.454089,0.0132268751203226,0.14190169,1.0442679,10162622-5728057,11.733,10.38,9.526,AAA,J101626.21-572805.7,8.647,8.16,AAAU
5307761476805186816,147.25632959658503,-55.47583821859494,14.451448,15.510719,13.367905,-0.1544753180148362,-2.29788,3.8625078,09490152-5528330,11.561,10.94,10.103,AAA,J094901.50-552832.9,9.826,9.419,AAAC
5325632526471160832,138.29899871077163,-50.10707212111883,10.157862,10.925758,9.274086,0.3884357603720466,26.320465,1.3288642,09131176-5006254,7.846,7.338,6.596,AAA,J091311.76-500625.4,6.17,5.742,AAAA
5329864237502044160,131.19702317414482,-45.982043599594114,10.372577,10.832049,9.686457,0.1756087201245175,13.599161,0.9146475,08444729-4558554,8.616,8.26,7.869,AAA,J084447.28-455855.3,7.28,6.949,AAAA
5331491785272445952,132.4706423424002,-45.17332435227913,12.37661,13.102558,11.519347,0.2344271994245552,18.58121,1.2324564,08495295-4510240,10.135,9.635,8.864,AAA,J084952.95-451024.0,8.555,8.163,AAAA
5333338247595163136,175.65684655336725,-62.68867899137722,15.542231,17.553608,14.198484,0.0953040348743203,3.5442998,0.91892797,11423766-6241193,11.496,10.54,9.813,AAA,J114237.65-624119.3,9.187,8.663,AAAA
5334118346751491200,174.52117785678524,-62.26719019821033,13.22228,14.140424,12.238601,0.222583954455264,16.224325,1.3441292,11380509-6216018,10.598,9.992,9.195,AAA,J113805.08-621602.0,8.865,8.476,AAAB
5334571178097948672,179.01974391474374,-62.73475981823125,13.981825,14.92216,12.9964485,0.1414912527309568,8.639607,1.0123304,11560475-6244051,11.354,10.789,10.322,AAA,J115604.73-624405.0,9.647,9.312,AAAB
5334571281177102080,178.96706065552257,-62.75063838356737,15.50821,17.217098,14.223917,0.0689246229320167,2.2986917,1.0741212,11555211-6245022,11.647,10.761,10.136,AAA,J115552.11-624502.3,9.337,8.917,AAAB
5334802831445943680,177.1917449257025,-62.384065114981865,15.060673,16.579512,13.837975,0.0558240933198848,2.2655241,1.1539752,11484602-6223027,11.45,10.609,9.918,AAA,J114846.02-622302.6,9.116,8.669,AAAA
5334962226271784704,176.57557555705125,-61.41153344307264,15.117532,16.388508,13.959651,0.1002661654614439,2.0451634,2.2702744,11461815-6124415,11.904,11.236,10.734,AAA,J114618.15-612441.5,10.15,9.782,AAAA
5336895957960832000,168.26502408656123,-62.2384474501164,14.792788,16.277174,13.589808,0.1021438716498169,5.2237034,1.0865887,11130361-6214183,11.349,10.521,9.9,AAA,J111303.62-621418.4,9.105,8.653,AAAA
5337185679290680320,166.3078686648238,-61.34476231442442,14.118623,15.257557,13.027935,0.1037590306285619,7.2082763,1.0931687,11051390-6120411,11.027,10.339,9.672,AAA,J110513.89-612041.1,8.915,8.462,AAAU
5337240002035340288,168.0655401538216,-61.08465794157948,15.257169,16.59185,14.104915,0.1093064562341754,4.244674,1.0527045,11121573-6105047,12.083,11.312,10.814,AAA,J111215.73-610504.7,10.221,9.84,AAAU
5337255429559053824,167.51693980324535,-60.97915172241434,7.931668,7.974803,7.7819567,0.4269635914373229,18.57672,0.8535348,11100408-6058449,7.589,7.519,7.084,AAA,J111004.06-605844.9,6.861,6.536,AAAA
5337259484009055616,166.97524523235143,-61.46132476476477,13.778546,14.482158,12.926685,0.1252846025055599,7.3885126,1.2922088,11075406-6127408,11.525,10.983,10.12,AAA,J110754.05-612740.9,9.807,9.425,AAAA
5337353732769778176,169.67953510979166,-61.4432888115971,15.176208,16.40957,14.061355,0.1214601496192557,5.7453823,0.9752416,11184309-6126358,12.068,11.341,10.819,AAA,J111843.09-612635.8,10.06,9.779,AAAA
5337420974779493248,168.68958698086757,-61.25007414127865,13.426135,14.748244,12.27494,0.1053126152321951,6.6994753,1.3470986,11144550-6115001,10.177,9.466,9.037,AAA,J111445.53-611500.4,8.771,8.645,AAAX
5337421730693859840,168.66094741989738,-61.18785363500972,13.637642,14.964399,12.415052,0.1096359849535371,2.5617838,4.1133356,11143864-6111163,10.2,9.518,8.909,AAA,J111438.57-611115.8,8.292,8.033,AABZ
5337456262235600512,168.81398910739418,-60.854917026370565,12.246336,13.151239,11.288557,0.1260525645940053,12.656815,0.97187036,11151536-6051176,9.853,9.392,9.121,AAA,J111515.36-605117.7,8.912,8.794,AAAU
5337612324165433472,168.50611843084306,-61.06324289848267,14.452949,15.805422,13.298084,0.0969969649532856,5.311931,1.1790221,11140147-6103477,11.149,10.468,9.899,AAA,J111401.47-610347.6,9.319,8.941,AAAU
